"map_version","operation","entity","support_allowed","actual_result","reject_codes","json_paths","affected_refs"
"dalian_v01","road_width_speed_design_assumption","R_DL_dd4384110c","true","changed","","","roads/R_DL_dd4384110c;movements/M_DL_4699a32598;movements/M_DL_0786b02b47;movements/M_DL_fa44ec9736;movements/M_DL_3645660335;movements/M_DL_d9df3ddbe2;movements/M_DL_98f414112a;movements/M_DL_7b9ac022b0;movements/M_DL_770e98effc;movements/M_DL_0a8bc29da8;movements/M_DL_8ff775e370;movements/M_DL_7e58da019b;movements/M_DL_82f1223205;junctions/J_DL_50a0d0cfde;resources/RES_J_DL_50a0d0cfde;sources/SRC_GA01_B_parameter_test"
"dalian_v01","staticMove_expected_blocked","facilities/F_DL007","false","rejected","STATIC_SHARED_NODE","/nodes/N_DL_f99e9199a7",""
"dalian_v02","name_only_not_geometry","F_DL027","true","changed","","","facilities/F_DL027"
"dalian_v02","node_position","N_MR_5f726b8f2fdd","true","changed","","","nodes/N_MR_5f726b8f2fdd;roads/R_MR_78f5d09878b6;movements/M_MR_533ef6b4d3bf;movements/M_MR_c486821b3c1b;movements/M_MR_dcfbbe47f6a3;movements/M_MR_e7314903e6f5;movements/M_MR_1789d0e56252;movements/M_MR_b4a75829fe84;junctions/J_MR_255212c86d5e;sources/source_editor_geometry"
"dalian_v02","node_translate","nodes/N_MR_5f726b8f2fdd","true","changed","","","nodes/N_MR_5f726b8f2fdd;roads/R_MR_78f5d09878b6;movements/M_MR_533ef6b4d3bf;movements/M_MR_c486821b3c1b;movements/M_MR_dcfbbe47f6a3;movements/M_MR_e7314903e6f5;movements/M_MR_1789d0e56252;movements/M_MR_b4a75829fe84;junctions/J_MR_255212c86d5e;sources/source_editor_geometry"
"dalian_v02","road_translate","roads/R_MR_78f5d09878b6","false","rejected","LOCAL_OWNER_DEPENDENCY","/roads/R_MR_16e655836c02/extensions/sr02.planning/ownerEntityId",""
"dalian_v02","road_shapePoints","R_MR_78f5d09878b6","true","changed","","","roads/R_MR_78f5d09878b6;movements/M_MR_533ef6b4d3bf;movements/M_MR_c486821b3c1b;movements/M_MR_dcfbbe47f6a3;movements/M_MR_e7314903e6f5;movements/M_MR_1789d0e56252;movements/M_MR_b4a75829fe84;junctions/J_MR_255212c86d5e;sources/source_editor_geometry"
"dalian_v02","node_rotate","nodes/N_MR_5f726b8f2fdd","false","rejected","OPERATION_DEPENDENCIES_UNSUPPORTED","",""
"dalian_v02","road_rotate","roads/R_MR_78f5d09878b6","false","rejected","OPERATION_DEPENDENCIES_UNSUPPORTED","",""
"dalian_v02","zone_boundary","Z_DL_DOCK","true","changed","","","zones/Z_DL_DOCK;sources/source_editor_geometry"
